epoch,bbox_regression_iou_metric,bbox_regression_loss,bbox_regression_mae,classification_accuracy,classification_loss,learning_rate,loss,val_bbox_regression_iou_metric,val_bbox_regression_loss,val_bbox_regression_mae,val_classification_accuracy,val_classification_loss,val_loss
22,0.0,-3.9079174995422363,0.6371084451675415,0.906000018119812,0.015254849568009377,2.499999936844688e-05,-58.60350799560547,0.0,-3.8418383598327637,0.6371797323226929,0.8490141034126282,0.018324486911296844,-57.597190856933594
23,0.0,-3.9079177379608154,0.637108325958252,0.9160000085830688,0.014038554392755032,2.499999936844688e-05,-58.60475540161133,0.0,-3.8418314456939697,0.6371790170669556,0.8467605710029602,0.02068747766315937,-57.594730377197266
24,0.0,-3.9079179763793945,0.6371083855628967,0.9229999780654907,0.012955055572092533,2.499999936844688e-05,-58.6058349609375,0.0,-3.841841459274292,0.6371801495552063,0.8535211086273193,0.019796762615442276,-57.59575653076172
25,0.0,-3.907917022705078,0.6371080875396729,0.9304999709129333,0.011728729121387005,2.499999936844688e-05,-58.6070556640625,0.0,-3.841792106628418,0.6371747851371765,0.8552112579345703,0.019541949033737183,-57.59526062011719
26,0.0,-3.907918930053711,0.6371082067489624,0.9204999804496765,0.013760805130004883,2.499999936844688e-05,-58.605010986328125,0.0,-3.8418219089508057,0.6371779441833496,0.8518309593200684,0.02037196420133114,-57.59489059448242
27,0.0,-3.9079177379608154,0.6371082067489624,0.9259999990463257,0.012346897274255753,2.499999936844688e-05,-58.606414794921875,0.0,-3.8417716026306152,0.6371727585792542,0.8540844917297363,0.02076321467757225,-57.59375
28,0.0,-3.9079184532165527,0.6371080875396729,0.9350000023841858,0.011675233952701092,2.499999936844688e-05,-58.607120513916016,0.0,-3.841841459274292,0.6371802091598511,0.8529577255249023,0.023107687011361122,-57.592430114746094
29,0.0,-3.9079177379608154,0.6371082663536072,0.9240000247955322,0.012395652011036873,2.499999936844688e-05,-58.60641098022461,0.0,-3.839664936065674,0.6368515491485596,0.8597183227539062,0.02183847315609455,-57.56106948852539
30,0.0,-3.9079174995422363,0.637108325958252,0.9325000047683716,0.011252189986407757,2.499999936844688e-05,-58.60751724243164,0.0,-3.841115951538086,0.6370900273323059,0.8540844917297363,0.023716945201158524,-57.580936431884766
31,0.0,-3.9079182147979736,0.6371080875396729,0.9409999847412109,0.010578338988125324,1.249999968422344e-05,-58.6081657409668,0.0,-3.841761589050293,0.637171745300293,0.8625352382659912,0.022600295022130013,-57.59174728393555
32,0.0,-3.9079184532165527,0.637108325958252,0.9394999742507935,0.00969010405242443,1.249999968422344e-05,-58.60909652709961,0.0,-3.84182071685791,0.6371779441833496,0.8602817058563232,0.022567804902791977,-57.592708587646484
33,0.0,-3.907918930053711,0.6371080279350281,0.9409999847412109,0.010595196858048439,1.249999968422344e-05,-58.608192443847656,0.0,-3.841813802719116,0.6371771693229675,0.8585915565490723,0.02357146516442299,-57.591583251953125
34,0.0,-3.907917022705078,0.6371082067489624,0.9490000009536743,0.009328357875347137,1.249999968422344e-05,-58.60944366455078,0.0,-3.8415029048919678,0.6371425986289978,0.8602817058563232,0.024785615503787994,-57.58570861816406
35,0.0,-3.9079172611236572,0.6371081471443176,0.9524999856948853,0.008050189353525639,1.249999968422344e-05,-58.61071014404297,0.0,-3.8416173458099365,0.6371538639068604,0.8659154772758484,0.025790702551603317,-57.58644104003906
36,0.0,-3.907917022705078,0.637108325958252,0.949999988079071,0.010699313133955002,1.249999968422344e-05,-58.60807418823242,0.0,-3.8417606353759766,0.6371715664863586,0.8614084720611572,0.025582922622561455,-57.588748931884766
37,0.0,-3.9079177379608154,0.6371082663536072,0.9484999775886536,0.009592712856829166,1.249999968422344e-05,-58.609169006347656,0.0,-3.84183406829834,0.6371793746948242,0.8597183227539062,0.023106327280402184,-57.59236526489258
38,0.0,-3.9079179763793945,0.6371083855628967,0.9585000276565552,0.008647747337818146,1.249999968422344e-05,-58.610130310058594,0.0,-3.84183406829834,0.637179434299469,0.8642253279685974,0.025336336344480515,-57.59011459350586
39,0.0,-3.907918930053711,0.6371083855628967,0.9589999914169312,0.007250255439430475,1.249999968422344e-05,-58.611515045166016,0.0,-3.841743230819702,0.6371690630912781,0.8563380241394043,0.028659161180257797,-57.58543014526367
40,0.0,-3.907916784286499,0.6371082067489624,0.9610000252723694,0.00779710803180933,1.249999968422344e-05,-58.61098098754883,0.0,-3.8416223526000977,0.6371564865112305,0.8647887110710144,0.030347052961587906,-57.58192443847656
41,0.0,-3.9079184532165527,0.6371083855628967,0.9624999761581421,0.007303264457732439,6.24999984211172e-06,-58.61146926879883,0.0,-3.8417892456054688,0.6371745467185974,0.8585915565490723,0.02832184173166752,-57.586448669433594
42,0.0,-3.907918930053711,0.6371082067489624,0.9599999785423279,0.00880041066557169,6.24999984211172e-06,-58.60996627807617,0.0,-3.84183406829834,0.6371793746948242,0.8653520941734314,0.02952648140490055,-57.585906982421875
43,0.0,-3.9079184532165527,0.637108325958252,0.9589999914169312,0.008122687228024006,6.24999984211172e-06,-58.61064529418945,0.0,-3.841830253601074,0.6371790170669556,0.8614084720611572,0.03203500434756279,-57.58335494995117
44,0.0,-3.9079177379608154,0.6371080875396729,0.9605000019073486,0.007902403362095356,6.24999984211172e-06,-58.610870361328125,0.0,-3.841771125793457,0.6371726393699646,0.8625352382659912,0.027948321774601936,-57.58655548095703
45,0.0,-3.907918691635132,0.6371082663536072,0.9695000052452087,0.0061591314151883125,6.24999984211172e-06,-58.61260986328125,0.0,-3.84173583984375,0.6371687650680542,0.8647887110710144,0.03171924129128456,-57.58228302001953
