epoch,bbox_regression_iou_metric,bbox_regression_loss,bbox_regression_mae,classification_accuracy,classification_loss,learning_rate,loss,val_bbox_regression_iou_metric,val_bbox_regression_loss,val_bbox_regression_mae,val_classification_accuracy,val_classification_loss,val_loss
17,0.0,-3.906630754470825,0.6370217800140381,0.8525000214576721,0.028592629358172417,0.0010000000474974513,-39.037715911865234,0.0016757722478359938,-3.8313350677490234,0.6329636573791504,0.8422535061836243,0.020161375403404236,-38.28862762451172
18,0.0,-3.9067890644073486,0.6369997262954712,0.8565000295639038,0.02662760578095913,0.0010000000474974513,-39.04127502441406,0.0005936860106885433,-3.833627700805664,0.6339695453643799,0.8507042527198792,0.020164459943771362,-38.31148147583008
19,0.0,-3.907052755355835,0.6370490789413452,0.8500000238418579,0.02644461765885353,0.0010000000474974513,-39.0440788269043,0.0007146054995246232,-3.8336806297302246,0.6338579058647156,0.8428168892860413,0.020003318786621094,-38.312217712402344
20,0.0,-3.9071311950683594,0.637053906917572,0.8479999899864197,0.02686995640397072,0.0010000000474974513,-39.04442596435547,0.0,-3.838749885559082,0.6363762617111206,0.8445070385932922,0.01921977661550045,-38.363399505615234
21,0.0,-3.9072587490081787,0.6370621919631958,0.8510000109672546,0.027089765295386314,0.0010000000474974513,-39.04549789428711,0.0005208119400776923,-3.8345143795013428,0.6344494223594666,0.8563380241394043,0.019360965117812157,-38.32108688354492
22,0.0,-3.9073126316070557,0.6370642185211182,0.8539999723434448,0.025450939312577248,0.0010000000474974513,-39.047672271728516,0.00012399852857924998,-3.8370730876922607,0.6355897188186646,0.8507042527198792,0.019747473299503326,-38.34612274169922
23,0.0,-3.907315969467163,0.6370629072189331,0.8450000286102295,0.026104841381311417,0.0010000000474974513,-39.047054290771484,0.00029001125949434936,-3.835916042327881,0.635110080242157,0.8501408696174622,0.019040903076529503,-38.335330963134766
24,0.0,-3.907421588897705,0.6370731592178345,0.8585000038146973,0.02285003662109375,0.0010000000474974513,-39.05135726928711,0.0,-3.8381145000457764,0.6360526084899902,0.8349295854568481,0.018518636003136635,-38.357765197753906
25,0.0,-3.9074501991271973,0.6370730400085449,0.8610000014305115,0.025127796456217766,0.0010000000474974513,-39.04938507080078,0.0,-3.839808940887451,0.6367436647415161,0.8428168892860413,0.018675832077860832,-38.37451171875
26,0.0,-3.907520055770874,0.6370803117752075,0.8619999885559082,0.02338344231247902,0.0010000000474974513,-39.051815032958984,0.0,-3.8396694660186768,0.6366730332374573,0.8461971879005432,0.018586164340376854,-38.373199462890625
27,0.0,-3.9075441360473633,0.6370797753334045,0.8550000190734863,0.024312563240528107,0.0010000000474974513,-39.05112075805664,0.0,-3.840785503387451,0.6370440125465393,0.8461971879005432,0.018394747748970985,-38.384552001953125
28,0.0,-3.907559871673584,0.6370808482170105,0.8604999780654907,0.02358054183423519,0.0010000000474974513,-39.05201721191406,0.0,-3.8409223556518555,0.6370794177055359,0.8405633568763733,0.020610660314559937,-38.383705139160156
29,0.0,-3.9075980186462402,0.637084424495697,0.8544999957084656,0.0247780904173851,0.0010000000474974513,-39.05119705200195,0.0,-3.8406341075897217,0.6369897723197937,0.8416901230812073,0.01890682242810726,-38.38252639770508
30,0.0,-3.9076361656188965,0.6370869278907776,0.8525000214576721,0.024771200492978096,0.0010000000474974513,-39.051612854003906,0.0,-3.8404436111450195,0.6369246244430542,0.8399999737739563,0.018213070929050446,-38.38132858276367
31,0.0,-3.9076361656188965,0.6370871067047119,0.8485000133514404,0.025167787447571754,0.0010000000474974513,-39.051185607910156,0.0,-3.841050863265991,0.637100875377655,0.8433802723884583,0.019678819924592972,-38.385929107666016
32,0.0,-3.907674789428711,0.6370911598205566,0.8450000286102295,0.024946793913841248,0.0010000000474974513,-39.05179214477539,0.0,-3.8411331176757812,0.6371192932128906,0.8411267399787903,0.01968650333583355,-38.38672637939453
33,0.0,-3.9076948165893555,0.6370920538902283,0.8495000004768372,0.023414919152855873,0.0010000000474974513,-39.053531646728516,0.0,-3.841113328933716,0.6371102929115295,0.825915515422821,0.018468208611011505,-38.38776397705078
34,0.0,-3.907702922821045,0.6370922923088074,0.8519999980926514,0.02463602088391781,0.0010000000474974513,-39.05238723754883,0.0,-3.8412928581237793,0.6371573209762573,0.8326760530471802,0.019645871594548225,-38.388370513916016
35,0.0,-3.907721757888794,0.6370945572853088,0.859000027179718,0.023738758638501167,0.0010000000474974513,-39.05348587036133,0.0,-3.841270923614502,0.6371476650238037,0.8366197347640991,0.0196329727768898,-38.38816833496094
36,0.0,-3.907731771469116,0.6370939612388611,0.859499990940094,0.022570651024580002,0.0010000000474974513,-39.054744720458984,0.0,-3.841259479522705,0.6371407508850098,0.8484507203102112,0.018008917570114136,-38.38968276977539
37,0.0,-3.907740831375122,0.637093186378479,0.8575000166893005,0.023724330589175224,0.0010000000474974513,-39.05366897583008,0.0,-3.841358184814453,0.6371659636497498,0.8366197347640991,0.018340719863772392,-38.39033889770508
38,0.0,-3.907766580581665,0.6370977163314819,0.8560000061988831,0.02299407497048378,0.0010000000474974513,-39.054664611816406,0.0,-3.841356039047241,0.637163519859314,0.8478873372077942,0.01916363835334778,-38.389503479003906
39,0.0,-3.907766103744507,0.6370959877967834,0.8640000224113464,0.02171347662806511,0.0010000000474974513,-39.055946350097656,0.0,-3.8413548469543457,0.63716059923172,0.8349295854568481,0.01849830523133278,-38.390140533447266
40,0.0,-3.9077813625335693,0.6370969414710999,0.859000027179718,0.0231127068400383,0.0010000000474974513,-39.054691314697266,0.0,-3.841383457183838,0.6371662616729736,0.8473239541053772,0.017812473699450493,-38.391117095947266
41,0.0,-3.9078011512756348,0.6370999813079834,0.8659999966621399,0.021395187824964523,0.0010000000474974513,-39.05661392211914,0.0,-3.8413987159729004,0.637168288230896,0.8315492868423462,0.020051736384630203,-38.389041900634766
42,0.0,-3.907806873321533,0.6371003985404968,0.8585000038146973,0.020621072500944138,0.0010000000474974513,-39.05744934082031,0.0,-3.8413989543914795,0.6371669769287109,0.8338028192520142,0.01824101060628891,-38.390830993652344
43,0.0,-3.9078145027160645,0.6371007561683655,0.847000002861023,0.02272227220237255,0.0010000000474974513,-39.055423736572266,0.0,-3.841416835784912,0.6371691823005676,0.8343662023544312,0.0188632570207119,-38.39039611816406
44,0.0,-3.9078214168548584,0.6371009945869446,0.859499990940094,0.020903581753373146,0.0010000000474974513,-39.057315826416016,0.0,-3.8414227962493896,0.6371698379516602,0.8473239541053772,0.018146684393286705,-38.391178131103516
45,0.0,-3.907824754714966,0.6371013522148132,0.8450000286102295,0.022017374634742737,0.0010000000474974513,-39.05622100830078,0.0,-3.841427803039551,0.6371704339981079,0.8450704216957092,0.01759212650358677,-38.391780853271484
46,0.0,-3.90781831741333,0.6371012330055237,0.859499990940094,0.02077191136777401,0.0010000000474974513,-39.057411193847656,0.0,-3.8414382934570312,0.637172520160675,0.8428168892860413,0.017460593953728676,-38.39201736450195
47,0.0,-3.907839298248291,0.637102484703064,0.8539999723434448,0.019753767177462578,0.0010000000474974513,-39.05864334106445,0.0,-3.8414433002471924,0.6371726989746094,0.8399999737739563,0.017723752185702324,-38.391815185546875
48,0.0,-3.9078433513641357,0.6371029615402222,0.8610000014305115,0.019541293382644653,0.0010000000474974513,-39.05890655517578,0.0,-3.8414535522460938,0.6371743083000183,0.8405633568763733,0.01852170191705227,-38.39109420776367
49,0.0,-3.9078481197357178,0.6371026635169983,0.8489999771118164,0.021323805674910545,0.0010000000474974513,-39.057151794433594,0.0,-3.841456890106201,0.6371738314628601,0.8343662023544312,0.018611976876854897,-38.391048431396484
50,0.0,-3.907850503921509,0.6371033787727356,0.8604999780654907,0.01966063119471073,0.0010000000474974513,-39.0588493347168,0.0,-3.841444969177246,0.6371698975563049,0.8467605710029602,0.01767701655626297,-38.39185333251953
51,0.0,-3.9078590869903564,0.6371036171913147,0.8675000071525574,0.020292216911911964,0.0010000000474974513,-39.05828857421875,0.0,-3.841460704803467,0.6371736526489258,0.8495774865150452,0.017032340168952942,-38.39268112182617
52,0.0,-3.907857656478882,0.6371033787727356,0.8709999918937683,0.020060036331415176,0.0005000000237487257,-39.05851745605469,0.0,-3.8414652347564697,0.637174129486084,0.8439436554908752,0.017153188586235046,-38.3925895690918
53,0.0,-3.9078588485717773,0.6371039152145386,0.8544999957084656,0.020875830203294754,0.0005000000237487257,-39.0577278137207,0.0,-3.8414700031280518,0.6371752023696899,0.8422535061836243,0.017246443778276443,-38.392547607421875
54,0.0,-3.9078609943389893,0.6371042728424072,0.8675000071525574,0.01891947351396084,0.0005000000237487257,-39.059696197509766,0.0,-3.84147310256958,0.6371756196022034,0.8399999737739563,0.017503278329968452,-38.392333984375
55,0.0,-3.907864809036255,0.6371043920516968,0.8679999709129333,0.018285352736711502,0.0005000000237487257,-39.060359954833984,0.0,-3.8414735794067383,0.637175440788269,0.8366197347640991,0.01782810129225254,-38.39202117919922
56,0.0,-3.9078683853149414,0.6371042728424072,0.8684999942779541,0.019212737679481506,0.0005000000237487257,-39.0594596862793,0.0,-3.841475486755371,0.6371758580207825,0.8366197347640991,0.017452063038945198,-38.39240264892578
57,0.0,-3.9078714847564697,0.6371049284934998,0.8744999766349792,0.017281770706176758,0.0005000000237487257,-39.06142807006836,0.0,-3.841477870941162,0.6371760368347168,0.8354929685592651,0.01727988012135029,-38.39260482788086
58,0.0,-3.9078726768493652,0.637104868888855,0.8705000281333923,0.017336437478661537,0.0005000000237487257,-39.061378479003906,0.0,-3.8414788246154785,0.6371755599975586,0.8495774865150452,0.018146393820643425,-38.39173889160156
59,0.0,-3.9078688621520996,0.6371045112609863,0.8734999895095825,0.018437840044498444,0.0005000000237487257,-39.06025695800781,0.0,-3.8414840698242188,0.6371764540672302,0.8445070385932922,0.017781540751457214,-38.39214324951172
